Id,Level,FechaRegistro,Message
281,info,2026-04-28T23:24:10.040447,"🐕 watchdog: tick 2026-04-28T23:24:10.034313 (task=syscaf_background_watchdog)"
282,info,2026-04-28T23:24:10.046915,"SessionService: token vigente, vence 2026-05-28T12:29:34.000 (restan 42545 min)."
283,advertencia,2026-04-28T23:24:10.046957,"SessionService: JWT sin clienteids; aplicando default SYSCAF (856) para usuario id=""8c73abfb-7d98-4861-a3b4-03b712f2325b""."
284,info,2026-04-28T23:24:10.048044,"🐕 watchdog: isRunning=true"
285,advertencia,2026-04-28T23:26:57.091723,"Muestreo no exitoso: 7 muestras / 4341s sin confirmar vehiculo (movimiento=idle, confianza=0)"
286,info,2026-04-28T23:40:30.310739,"🐕 watchdog: tick 2026-04-28T23:40:30.179876 (task=syscaf_background_watchdog)"
287,info,2026-04-28T23:40:30.355898,"SessionService: token vigente, vence 2026-05-28T12:29:34.000 (restan 42529 min)."
288,advertencia,2026-04-28T23:40:30.356079,"SessionService: JWT sin clienteids; aplicando default SYSCAF (856) para usuario id=""8c73abfb-7d98-4861-a3b4-03b712f2325b""."
289,exito,2026-04-29T08:40:35.792137,"Variables de entorno cargadas correctamente"
290,exito,2026-04-29T08:40:35.816244,"Watchdog Workmanager registrado (cada 15 min)"
291,info,2026-04-29T08:40:35.842859,"🐕 watchdog: tick 2026-04-29T08:40:35.835653 (task=syscaf_background_watchdog)"
292,info,2026-04-29T08:40:35.859904,"SessionService: token vigente, vence 2026-05-28T12:29:34.000 (restan 41988 min)."
293,advertencia,2026-04-29T08:40:35.859953,"SessionService: JWT sin clienteids; aplicando default SYSCAF (856) para usuario id=""8c73abfb-7d98-4861-a3b4-03b712f2325b""."
294,info,2026-04-29T08:40:35.904001,"🐕 watchdog: isRunning=false"
296,exito,2026-04-29T08:40:35.910795,"🐕 watchdog: servicio reiniciado ✅"
295,info,2026-04-29T08:40:35.911528,"SessionService: token vigente, vence 2026-05-28T12:29:34.000 (restan 41988 min)."
297,advertencia,2026-04-29T08:40:35.911655,"SessionService: JWT sin clienteids; aplicando default SYSCAF (856) para usuario id=""8c73abfb-7d98-4861-a3b4-03b712f2325b""."
298,info,2026-04-29T08:40:35.966499,"🟢 onStart: servicio background iniciado 2026-04-29T08:40:35.956043"
299,info,2026-04-29T08:40:35.991961,"SessionService: token vigente, vence 2026-05-28T12:29:34.000 (restan 41988 min)."
300,advertencia,2026-04-29T08:40:35.992029,"SessionService: JWT sin clienteids; aplicando default SYSCAF (856) para usuario id=""8c73abfb-7d98-4861-a3b4-03b712f2325b""."
301,exito,2026-04-29T08:40:35.992044,"✅ Usuario válido (8c73abfb-7d98-4861-a3b4-03b712f2325b), arrancando..."
302,exito,2026-04-29T08:40:37.080491,"Base de datos sincronizada correctamente"
303,exito,2026-04-29T08:40:37.087489,"🚀 Usando velocidad: 40.0 km/h, usando umbral frenada 4.1, usando umbral giro 2.3, usuando umbra cel 1.2"
304,exito,2026-04-29T08:40:37.087802,"🚀 Background arrancado ✅ userId=8c73abfb-7d98-4861-a3b4-03b712f2325b nombres=""Juan Vergara"" clienteIds=856 clientePreop=""856"" | params: velMax=40.0 AVL=60s frenada=4.1 giro=2.3 usoCel=1.2 magAcel=11.0 velIni=7.0 velStop=5.0 distStop=1.0 secStop=120 distPos=50 deltaMov=2.0 tEvalIni=5 soloVeh=1"
305,exito,2026-04-29T08:40:37.105659,"🚀 Usando velocidad: 40.0 km/h, usando umbral frenada 4.1, usando umbral giro 2.3, usuando umbra cel 1.2"
306,info,2026-04-29T08:40:37.105690,"startAVL: timer AVL configurado cada 60s"
307,exito,2026-04-29T08:40:37.698716,"Base de datos sincronizada correctamente"
308,exito,2026-04-29T08:40:37.701988,"🚀 Usando velocidad: 40.0 km/h, usando umbral frenada 4.1, usando umbral giro 2.3, usuando umbra cel 1.2"
309,exito,2026-04-29T08:40:38.251119,"Interfaz lista. Procesando logica de fondo..."
310,exito,2026-04-29T08:40:38.258693,"Usando velocidad maxima: 40.0 km/h"
311,advertencia,2026-04-29T08:40:38.351899,"No hay viaje para sincronizar."
312,advertencia,2026-04-29T08:40:38.358597,"No hay errores para sincronizar."
313,exito,2026-04-29T08:40:38.358744,"Ventana iniciada."
314,exito,2026-04-29T08:40:38.358774,"Configuracion obtenida."
315,exito,2026-04-29T08:40:47.349842,"Interfaz lista. Procesando logica de fondo..."
316,exito,2026-04-29T08:40:47.358714,"Usando velocidad maxima: 40.0 km/h"
317,advertencia,2026-04-29T08:40:47.367782,"No hay viaje para sincronizar."
318,advertencia,2026-04-29T08:40:47.375355,"No hay errores para sincronizar."
319,exito,2026-04-29T08:40:47.375392,"Ventana iniciada."
320,exito,2026-04-29T08:40:47.375407,"Configuracion obtenida."
321,exito,2026-04-29T08:40:50.111674,"UI ABIERTA"
322,exito,2026-04-29T08:40:59.361072,"Interfaz lista. Procesando logica de fondo..."
323,exito,2026-04-29T08:40:59.367605,"Usando velocidad maxima: 40.0 km/h"
324,advertencia,2026-04-29T08:40:59.375858,"No hay viaje para sincronizar."
325,advertencia,2026-04-29T08:40:59.381084,"No hay errores para sincronizar."
326,exito,2026-04-29T08:40:59.381119,"Ventana iniciada."
327,exito,2026-04-29T08:40:59.381131,"Configuracion obtenida."
328,info,2026-04-29T08:50:37.108950,"❤️ AVL alive tick #10 (cada 60s)"
329,info,2026-04-29T08:55:36.033136,"🐕 watchdog: tick 2026-04-29T08:55:36.028716 (task=syscaf_background_watchdog)"
330,info,2026-04-29T08:55:36.036244,"SessionService: token vigente, vence 2026-05-28T12:29:34.000 (restan 41973 min)."
331,advertencia,2026-04-29T08:55:36.036272,"SessionService: JWT sin clienteids; aplicando default SYSCAF (856) para usuario id=""8c73abfb-7d98-4861-a3b4-03b712f2325b""."
332,info,2026-04-29T08:55:36.037036,"🐕 watchdog: isRunning=true"
333,info,2026-04-29T09:00:37.107872,"❤️ AVL alive tick #20 (cada 60s)"
334,info,2026-04-29T09:10:36.106560,"🐕 watchdog: tick 2026-04-29T09:10:36.100514 (task=syscaf_background_watchdog)"
335,info,2026-04-29T09:10:36.109964,"SessionService: token vigente, vence 2026-05-28T12:29:34.000 (restan 41958 min)."
336,advertencia,2026-04-29T09:10:36.110014,"SessionService: JWT sin clienteids; aplicando default SYSCAF (856) para usuario id=""8c73abfb-7d98-4861-a3b4-03b712f2325b""."
337,info,2026-04-29T09:10:36.111076,"🐕 watchdog: isRunning=true"
338,info,2026-04-29T09:10:37.107576,"❤️ AVL alive tick #30 (cada 60s)"
339,info,2026-04-29T09:20:37.109344,"❤️ AVL alive tick #40 (cada 60s)"
340,info,2026-04-29T09:25:36.235995,"🐕 watchdog: tick 2026-04-29T09:25:36.229339 (task=syscaf_background_watchdog)"
341,info,2026-04-29T09:25:36.242866,"SessionService: token vigente, vence 2026-05-28T12:29:34.000 (restan 41943 min)."
342,advertencia,2026-04-29T09:25:36.242935,"SessionService: JWT sin clienteids; aplicando default SYSCAF (856) para usuario id=""8c73abfb-7d98-4861-a3b4-03b712f2325b""."
343,info,2026-04-29T09:25:36.245555,"🐕 watchdog: isRunning=true"
344,info,2026-04-29T09:30:37.109369,"❤️ AVL alive tick #50 (cada 60s)"
